1NO0000001	-----사건 번호 45602-----[CRLF]
1NO0000528	"네, 시민들은 지금 배고픔에 굶주려 있습니다. 우리도 충분히 알고 있습니다. 하지만 이것만은 아셔야 합니다 - 여러분만 힘든 상황에 처한 것은 아닙니다. 대통령께서도 저녁 식사로 양질의 소갈비 대신 큐브 스테이크를 드실 수 밖에 없고, 남아있는 와인이래봤자 저급한 2043년산 샤또 몽로즈뿐입니다. 그렇다고 대통령께서 반찬 투정하시나요? 광견병 걸린 빨갱이마냥 거리를 점령하시나요? 그러니 선량한 시민 여러분, 부탁건데, 침착하게 차례대로 줄을 서서 식량배급을 받고 집으로 돌아가십시오. 우리는 미국인입니다! 미국인은 폭력으로 문제를 해결하지 않습니다."[CRLF]
1NO0000531	최근 미군은 무기 개발과 관련된 기존의 일급 기밀 방침에서 선회하여, 중국 공산당 침략군을 앵커리지와 알래스카로부터 완전히 해방 시켜 줄 것으로 기대되는, 현재 개발 중인 신무기에 대한 소문을 인정 하였다.[CRLF]
1NO0000532	펜타곤에서 가진 기자 회견에서 체이스 장군은 다음과 같이 말했다: "이제는 숨기지 않겠습니다. 이제는 우리가 가진 모든 카드를 꺼내어 보여주어, 중국 스스로 어떠한 경우에도 우리가 승자가 될 것임을 명확히 알게 해 줄 때가 왔습니다. 역사상 최초로 국제 원자력 기구와 롭코가 연합하여 이 신무기를 개발해 내었으며, 겁쟁이 중공군을 벌벌 떨게 만들어줄 이 신무기를 세상에 알리게 되어 매우 자랑스럽습니다."[CRLF]
1NO0000533	유감스럽게도 내가 알아낸 정보는 이것이 전부다. 군 당국에서는 중국이 신무기 개발에 대해서는 알아도 좋지만 그 무기가 무엇인지, 언제 실전 배치 되는지에 대해서는 비밀을 유지하고 싶어 한다.[CRLF]
1NO0000534	"이제 때가 왔습니다. 안심하십시오. 이 무기가 완성되면 앵커리지에는 자유가 올것이며 그들에게 지옥을 보여 줄 것입니다."[CRLF]
1NO0000537	최근 악화된 국제 관계와 무너진 세계 평화의 후폭풍으로 UN은 완전히 해체되었습니다. 이에 따라 UN회원국들은 이 험난한 시기에 스스로를 지켜내지 않으면 안될 처지에 놓이게 된 것 같습니다.[CRLF]
1NO0000538	많은 사람들이 UN이 EC와 중동국가간의 전쟁발발을 막아줄 것으로 기대했으나, 사실상 이제 더 이상의 중재는 불가능 해 졌습니다.[CRLF]
1NO0000539	침울한 분위기의 뉴욕 UN사무국에서 가진 기자회견에서 UN사무국장인 사쿠가마 오키리씨는 다음과 같이 말했습니다: "오늘은 UN에게 매우 슬픈 날입니다. 전 세계에도 슬픈날일 것입니다. 평화와 번영의 시기는 끝내 비극을 맞게 되었고, 이제 전쟁의 위험이 다가오고 있습니다. 제 사견으로는 지금이 바로 그 어느때 보다 UN이 필요한 시기라고 생각합니다만 세상은 그렇게 생각하지 않는 것 같습니다."[CRLF]
1NO0000540	아직까지 본부를 철수하지 않은 국가도 이번주까지 완전히 철수할 예정입니다. 몇몇 단체에서는 벌써 이 건물 입찰에 혈안이지만, 장난감 판매회사인 범발로가 이 건물을 동부쇼핑센터로 사용하기로 결정 되었습니다.[CRLF]
1NO0000541	이제 얼마나 더 버틸수 있을지 모르겠군. 다리가 부러진 상태로 2마일을 걸어왔고, 이제는 절둑거리며 간신히 걷고 있다. 그리고 지금은 한심하게도 이렇게 글을 쓰고 있다.[CRLF]
1NO0000542	아, 제길. 누군가가 나를 거의 한 시간 가량 계속 감시하면서 미행하고 있다. 제발 나에게 적대적이지 않길 바라지만, 곧 알게 되겠지.[CRLF]
1NO0000543	 군무부
1NO0000544	 연구 개발 부서
1NO0000545	 야전 작전 구역, 76Z[CRLF]
1NO0000546	RRD-HA23-P R27-954-88[CRLF]
1NO0000547	환영합니다: [CRLF]
1NO0000548	1. 당신은 우리 위대한 대통령께서, 76Z 구역에 위치한 분화구의 조사 및 표본을 채취하기 위해 선출한 자입니다.[CRLF]
1NO0000549	2. 당신에게 주어진 군용장비들은 테스트에서 안정성을 검증받은 것들입니다만, 운용시 문제가 발생하게되면 이 단말기를 이용해서 보호막을 해제하도록 하십시오.[CRLF]
1NO0000550	3. 협조 감사드립니다.[CRLF]
1NO0000551	도와 줘서 고맙네. 언제라도 들러서 모험 중 수집한 아무 "쇠 조각" 이나 내게 팔게. 우린 계속 그게 필요하니까.[CRLF]
1NO0000553	이봐,[CRLF]
1NO0000554	밤에 식수 처리 공장에 들르면 내가 몇 가지 약품들을 쥐어 주지. 그냥 자네만 알고 있으라고. 알았지?[CRLF]
1NO0000555	레오[CRLF]
1NO0000557	언제 빅타운에 돌아올꺼야?? 정말 보고싶어 미치겠다구!!! 자기에게 줄 선물도 있어. 빨리 자기가 돌아와서 이것들을 받았으면 해! 자기가 돌아왔을때 자기가 쓸만한 것들 뭐든지 모아 놓을 테니까 얼릉와![CRLF]
1NO0000558	보고싶어!!![CRLF]
1NO0000559	쪽쪽쪽쪽쪽쪽쪽쪽쪽쪽[CRLF]
1NO0000561	브라이언 윌크스가 내게 특별한 아이템이 숨겨진 은닉처 열쇠를 주었다. 그레이디치의 오래된 식당 뒤에 있는 큰 쓰레기통 안에 있다.[CRLF]
1NO0000562	마침내 투칸-라군 시뮬레이션의 작동을 현실화 시켰다.[CRLF]
1NO0000563	고동치는 태양과 해안의 끊임 없는 파도도 이제는 질렸다. 심슨이 괴혈병으로 죽어 가는걸 지켜 보는거나, 뉴스바움이 상어에게 물려 비명지르는걸 듣는 것도 더이상 재미가 없다.[CRLF]
1NO0000564	난, 그냥 말그대로, 심심하다. 시뮬레이션을 다시한번 리셋할 때가 되었다. [CRLF]
1NO0000565	오랫동안 스키를 타지 못했다.[CRLF]
1NO0000566	어제, 디더스가 샬롯네 집에서 나오다가 얼어있던 계단에서 미끄려지며 허공에 붕 뜨더니, 그 집 울타리 윗부분에 몸이 꿰뚤렸다. 진짜 장관이었다! 정말 예상치 못한 일이었다! [CRLF]
1NO0000567	새하얀 눈 위의 진한 핏자국들 보다 더 멋진것이 있을까?[CRLF]
1NO0000568	그 사건은 시뮬레이션 배경을 수정 할 필요가 있는 사건이었다. 뭐 완전히는 아니고. 하긴 스위스 알프스에서의 23년은 충분히 긴 휴가이긴 하다. [CRLF]
1NO0000569	뭔가 이젠 좀 더...향수를 느끼고 싶다[CRLF]
1NO0000570	나 자신에게 놀랐다. 내가 트랜퀼리티 레인을 편안하게 느낀다는 것을 깨달았다. 미국식 마을이긴 해도, 어떤면에선 내게 어린 시절의 동네인 크로낙을 떠올리게 하는 곳이다.[CRLF]
1NO0000571	이 시뮬레이션에는 멋진 아이러니도 있다. 여기 거주인들은 본래 편안하고 안전한데, 난 그들에게 장난을 쳐서 한적한 환상을 부숴 버리는게 더 만족스럽다는 것이다.[CRLF]
1NO0000572	이제 우리 모두 여기 트랜퀼리티레인에서 오래오래 지내게 될것이다. 정말로 매우 오랫동안.[CRLF]
1NO0000573	가끔 "플러그를 뽑아버리고 싶은" 이 시뮬레이션과 내 삶에 영원히 종지부를 찍고 싶은 날들이 있다. [CRLF]
1NO0000574	어차피 그것이, 내가 체이스 장군에게 중국 침략 프로그램 설치를 요청한 이유이다. 안전 장치를 해제 함으로써, 나는 볼트 112의 모든 실험 대상들이 시뮬레이션 내의 아바타가 죽임을 당하면 실제로 죽도록 손을 썼다. [CRLF]
1NO0000575	실제 죽음. 시뮬레이션의 끝. 완벽한 한계선.[CRLF]
1NO0000576	적어도 내가 잘못 판단 하지만 않았다면, 그렇게 되었을 것이다. 시뮬레이션이 처음 열렸을 때 나는 모든 볼트-텍과 군인들을 위해 설치된 2차 안전장치 덕분에, 한계선이 발동되는 경우에도 나는 실제로 죽게 되지 않으리라는 사실을 알고 있었다. 결국 나는 실험 대상들을 죽이고, 혼자 살아 남을것이었다.[CRLF]
1NO0000577	그 외의 상황이 되는 것은 원치 않는다. 적어도 그렇게 생각했었다.[CRLF]
1NO0000578	한계선이 발동되면 트랭퀼리티레인의 모든 거주자들이 겁에 질려 결국 끔찍하게 죽어갈 거란 것은 사실이다. 그렇지만 그런 다음 나는 어떻게 되지? [CRLF]
1NO0000579	나는 시뮬레이션 내에서 나 자신의 한계선을 해제 시킬 능력이 없다. 그리고 내가 만들어 낼 수 있는 아바타들은 모두, 살아있고 생각하는 실제 인간 참여자들이 아니라 시뮬레이션의 인공 지능 루틴에 의해 조종될 것이다. [CRLF]
1NO0000580	기계를 괴롭히는 데 무슨 재미가 있겠는가?[CRLF]
1NO0000581	그래서, 실제 실험 대상들을 놓아 준다는 것은 그들에겐 과분한 일이고, 나 스스로도 참을 수 없는 일이다. 그들은 죽을 것이고, 나는 여기 트랭퀼리티레인에, 홀로 남겨져 영원히 비참할만큼 지루하게 될 것이다.[CRLF]
1NO0000582	이것만큼 용납불가능한 상황은 생각할 수 없다.[CRLF]
1NO0000583	172번째 시도
1NO0000584	- 이제 거의 다됐다. 나는 핵심 성분이 단백질 분해요소의 한 형태라는 것을 거의 확신한다. 다음 번 시도에는 초강력 접착제를 이용할 것이다. 그 접착 성분은 단백질 분해요소를 대량 함유하고 있다. 다행히도 우리에겐 그것이 조금 비축되어 있고, 레이더들이 한 병을 가져올 때마다 적당한 값을 치뤄 주고 있다. 그 지저분한 악당들은 돈만 있다면 제법 유용하다.[CRLF]
1NO0000585	171번째 시도
1NO0000586	- 기본적인 덱스트린계 물질에 양성 반응이 일어나는 것을 발견했다. 나는 다양한 형태를 실험해서, 어떻게 되는지를 살펴 볼 것이다. 해결책을 찾는 데 시기가 있다면, 바로 지금일 것이다. 이 몹쓸 살인자들 일당인척 꾸미는 짓도, 밑천이 떨어지고 나니 지겹다. 하지만 한가지만은 사실이다. 이 실험이 성공한다면 우리 모두 부자가 될 수 있다는 것 말이다. 두더지쥐 고기는 가장 쉽게 입수할 수 있는 고기에 속하지만, 가장 역겨운 것이기도 하다. 그것을 확실한 식량으로 바꿀 수만 있다면...[CRLF]
1NO0000587	#86번째 시도
1NO0000588	- 이소프렌 성분을 조금 첨가해 보았지만, 맛이나 조성이 달라지지는 않는 것 같다. 희망적이진 않지만, 다음 번엔 농도를 증가시켜 볼 생각이다. 빌어먹을 이소프렌이 너무 많다는 것 밖에는 다른 이유가 없다 할지라도.[CRLF]
1NO0000589	베논이 나에게 씨그레이브 홈즈의 방을 수색해서 그에게 죄를 씌울 만한 무언가를 발견할 수 있는지 보라고 했다. 그러면 그자가 베논의 의회 자리를 빼앗는 것을 막을 수 있을 것이다.[CRLF]
1NO0000590	자네는 두 번이나 거절했네, 홈즈. 이것이 나의 마지막 부탁일세. 우리는 함께 일을 했던 친구 였지 않은가. 내가 원하는 건 리벳시티에 우리 상품을 판매하는 것 뿐이네. 시에는 분명 재건을 거들 노예가 필요할 걸세. 우리 파라다이스폴은 좋은 가격에 노예를 팔고 있지. 자네도 분명 예전에자네가 잡은 황무지인들을 내게 팔지 않았던가. 자네도 그렇게 떳떳하지는 않지 않는가. 그렇게 딱딱하게 굴지 말게. 나를 도와주면, 우리 둘다 괜찮은 수익을 얻을 수 있을 걸세.[CRLF]
1NO0000592	포격 명령 #447
1NO0000593	탈론 컴퍼니 브라보 지원팀
1NO0000594	위치 : 타코마 공원[CRLF]
1NO0000595	공장 왼편의 주차장 근처에 위치 하고 적의 움직임을 주시하라. 귀관의 위치 선정이 끝나는 대로 세개 분대가 투입될것이다. 목표는 타코마 공원내의 우리 거점의 재탈환이다. 귀관의 목표는 그들이 도착 할 때 포병 공격 지원을 하는 것이다. 좌표는 암호화 되어 주어졌다. 알파 분대가 사거리 밖에 진지 구축이 완료한 즉시 포격 요청하라.[CRLF]
1NO0000596	형제 자매들이여, 우리는 성인 행세를 하는 또 다른 죽어 마땅한 독선자를 발견했도다. 자세한 정보는 다음과 같다:[CRLF][CRLF]성명: [%][CRLF]인종: [%][CRLF]성별: [%][CRLF][CRLF]이번 현상금은 1000캡이다. 그리고 본보기를 보여줄 겸, 이번엔 그 목을 따오도록 하라.[CRLF][CRLF]즐거운 사냥이 되길![CRLF]
1NO0000602	황무지의 정의를 바로 세울 모든 감시자들에게 알림:[CRLF][CRLF]황무지의 선량한 시민들에게 행한 악질적인 행위에 따라 다음에 명시된 자에게 현상금 1000캡 혹은 그에 상응하는 무기나 의료 장비가 걸려있다는 것을 공지함 :[CRLF][CRLF]성명: [%][CRLF]인종: [%][CRLF]성별: [%][CRLF][CRLF]현재 이 자는 무장을 한채 극도로 위험한 것으로 추정.[CRLF][CRLF]생포하려 하지말것 -- 죽였다는 증거(머리) 를 제시할 때만 현상금 사례.[CRLF][CRLF]이 악마를 다시 지옥으로 되돌려 보냅시다.[CRLF]
1NO0000610	이봐 지그스,[CRLF]
1NO0000611	마침내 네 몫을 숨겨둘 좋은 장소를 찾았어. 여길 오느라 죽는줄 알았지만, 뭐 어쨌든 성공했어. 빵 부스러기 같은걸 계속 흘려두며 들어 왔지. 너한테는 여기 보안 단말기들 쯤이야 식은 죽 먹기일테지, 안그래? 차례대로만 온다면 쉬울거야, 하지만 조금이라도 실수한다면 바로 갇혀 버릴 테니까 조심하라고. 나중에 항상 보던 곳에서 만나자.[CRLF]
1NO0000612	행운을 빈다,
1NO0000614	잘했어, 지그스![CRLF]
1NO0000615	네가 왕년의 기억을 떠올릴줄 알았지! 후훗. 물건은 서쪽 구역 건물 상층 부분의 보안실 금고 안에 있어. 안에 들어가려면 거기 위의 단말기를 이용해. 잘 챙겨, 친구... 그건 네거니까! 쥬어리가 지하철 역 바깥의 그 오래된 식당에서 보자. 안녕[CRLF]
1NO0000618	몇몇 병신 같은 놈들이 굴을 -직접- 파는데 불만을 품고, 지뢰를 이용해 굴을 파기 시작했다. 그다지 나쁜 생각은 아니지만, 빌어먹을 그 폭발로 빌어먹을 근처의 아파트들을 쓰러뜨려 버렸다. 빌딩의 양면에 새로운 창문을 좀 만들어 줬지. 하하. 난 가서 상인놈들을 쓰러뜨려 더 많은 폭발물을 구해 와야겠다. 하지만 좀 적당히 해야겠지. 안 그랬다간, 몇몇 개새끼들이 메가톤에서 찾으러 올 테니까.[CRLF]
1NO0000619	보포가 어처구니 없게 죽었다. 그는 이곳을 준비를 갖출때도 어중간하게 하질 않았지. 우리는 메가톤으로 향하는 상단과 업자들을 하나하나 제거할 충분한 준비를 했지만, 그는 어리석게도 마을을 정복하려는 시도를 했다. 당연히 심즈가 그 멍청한 놈 머리에 총알을 박아 넣었지. [CRLF]
1NO0000620	어찌 됐든, 그곳은 이곳보다 더 달콤한 물을 갖고 있더군. 그 망할 볼트에서도 우릴 받아 주지 않고, 빌어먹을. 우리가 그곳에 들어 갈수만 있다면, 아무도 원래 살던 곳으로 돌아 가고 싶어 하지 않을테지.[CRLF]
1NO0000621	그놈이 여기에 날 던져 놓고 갔어! 그놈이 내게 이럴수 있다니 믿을 수 없군, 하지만 그 볼트의 대가리라는 미친 오버시어가 나를 이 골방에 가뒀어![CRLF]
1NO0000622	17분 늦었다고!? 그게 날 여기 가둔 이유야!?[CRLF]
1NO0000623	하루가 지났군, 그리고 그 멍청한 로봇마저도 나를 감시하고 있어! 난 그가 다음에 다시 문을 열때까지 기다릴 수 없다, 난 스태이플러로 그의 머리를 후려친 다음 탈출할 것이다. 이 이야기는 뉴스 첫 페이지에 실려 그놈이 그걸 볼 때마다 스테이플러를 제대로 간수하지 못한걸 후회 하게끔 해줄테다! [CRLF]
1NO0000624	3번째 날, 내가 가진 식량이 떨어져 간다. 그들이 또다른 놈을 끌고 왔는데, 이름은 세스이고 R&D에서 왔다고 한다. 명백히 이젠 남녀공용 화장실 정책을 반대해야 할 것 같다. [CRLF]
1NO0000625	우리는 계획이 실패하지 않길 바라며 올라왔다! 우린 여기서 곧 나갈 것이다... 하지만 먼저 지금은 기다리는 게임을 해야겠지. (역자 주 - "R&D" : 연구 개발팀)[CRLF]
