MOD0000001	천만에.
F3NGA00016	저장된 게임이 삭제되었습니다.
F3NGA00017	짐이 너무 많아 달릴 수 없습니다!
F3NGA00018	눈구멍
F3NGA00019	광대뼈 얇게/넓게
F3NGA00020	피폭/초
F3NGA00021	뒤로
F3NGA00022	이 컴퓨터는 해킹할 수 없습니다.
F3NGA00023	인류의 마지막 희망
F3NGA00024	목소리
F3NGA00025	지옥에 떨어진 자들의 구세주
F3NGA00026	빠른 저장
F3NGA00027	승리횟수/패배횟수:
F3NGA00028	12월
F3NGA00029	빛 가시거리
F3NGA00030	시네마틱
F3NGA00031	턱 작게/크게
F3NGA00032	히트
F3NGA00033	공격 중에는 장비를 교체할 수 없습니다.
F3NGA00034	최대한 베팅하기
F3NGA00035	빠른
F3NGA00036	시간
F3NGA00037	재료가 효과 없습니다.
F3NGA00038	다운로드 가능한 컨텐츠가 들어 있는 저장장치가 삭제되었습니다. 메인화면으로 이동합니다.
F3NGA00039	적용된 효과 없음
F3NGA00040	제거하기
F3NGA00041	secs
F3NGA00042	[%] 추가됨
F3NGA00043	이 집단을 위해 좋은 일을 했는데도, 사람들은 당신을 양아치라고 생각합니다.
F3NGA00044	수염
F3NGA00045	조건
F3NGA00046	왼 스틱 오른쪽
F3NGA00047	거래를 취소합니까?
F3NGA00048	이 게임을 불러오시겠습니까?
F3NGA00049	피부 색조 보라색/노랑색
F3NGA00050	아이템
F3NGA00051	[은신]
F3NGA00052	이미 최대 체력입니다.
F3NGA00053	경고 : 어떠한 정보도 저장되지 않습니다.
F3NGA00054	얼마나 기다리겠습니까
F3NGA00055	입술 부풀리게/오므라들게
F3NGA00056	재장전
F3NGA00057	전체 지도
F3NGA00058	부드러운 악마
F3NGA00059	광분함
F3NGA00060	오른 스틱 위
F3NGA00061	[%] 병에 걸렸습니다.
F3NGA00062	[%]. 이제 이 카지노에서 도박을 할 수 없게 되었습니다.
F3NGA00063	베팅
F3NGA00064	위쪽 눈썹 어둡게/밝게
F3NGA00065	왼 스틱 위
F3NGA00066	자물쇠가 부서졌습니다.
F3NGA00067	레벨
F3NGA00068	Hlth
F3NGA00069	추가된 효과들
F3NGA00073	지뢰 해체
F3NGA00075	[%] 병에 걸렸습니다.
F3NGA00076	DPS
F3NGA00077	돌아가기
F3NGA00078	Start
F3NGA00079	오른 스틱 오른쪽
F3NGA00080	자동 이동
F3NGA00081	저장 파일에 오류가 생겨 불러올 수 없습니다.
F3NGA00082	이 NPC에게 더 이상 훈련 받을 수 없습니다.
F3NGA00083	아랫턱 넓게/얇게
F3NGA00084	음악
F3NGA00085	설정
F3NGA00086	적이 가까이 있을때는 수리 할 수 없습니다.
F3NGA00087	[%] 제거됨
F3NGA00088	쉬움
F3NGA00089	D-패드 아래
F3NGA00090	Forfeit Game
F3NGA00091	사용 가능한 컨텐츠 보기
F3NGA00092	오른 스틱 왼쪽
F3NGA00093	오른쪽 Alt
F3NGA00094	영향
F3NGA00095	얼굴을 임의로 설정합니까?
F3NGA00096	메시아
F3NGA00097	파일을 찾을 수 없음
F3NGA00098	피부 음영 어둡게/밝게
F3NGA00099	[%] 개의 재주 남음
F3NGA00101	//화기 반동
F3NGA00102	일요일
F3NGA00103	승리!
F3NGA00104	다운로드 컨텐츠
F3NGA00105	대화
F3NGA00106	오른쪽 Ctrl
F3NGA00107	체력에 피해를 입고 있는 동안은 빠른여행을 할 수 없습니다.
F3NGA00108	아랫턱 오목하게/볼록하게
F3NGA00109	&확인
F3NGA00110	sec
F3NGA00111	목표 Fatigue
F3NGA00112	롭코 산업 통합 관리 시스템
F3NGA00113	캐릭터 이름 입력
F3NGA00114	턱 들어가게/돌출되게
F3NGA00115	데이터
F3NGA00117	COPYRIGHT 2075-2077 롭코 산업
F3NGA00118	야인
F3NGA00119	운이 좋군요, 이겼습니다!
F3NGA00120	훔치기
F3NGA00121	왼 다리가 불구가 되었습니다.
F3NGA00123	움직이기
F3NGA00124	당신의 극악무도한 행동 때문에 이 집단에서 비난받습니다.
F3NGA00125	5월
F3NGA00126	이 지역에선 빠른 여행을 할 수 없습니다!
F3NGA00127	이마 작게/크게
F3NGA00129	열기
F3NGA00130	수면부족으로 인해 생긴 병이 사라집니다.
F3NGA00132	어둠의 영웅
F3NGA00133	왼쪽 윈도우키
F3NGA00134	일시정지된 상태에서는 빠른불러오기를 할 수 없습니다.
F3NGA00135	퀘스트 달성
F3NGA00136	열쇠가 필요합니다.
F3NGA00137	이 프로필과 관련된 다운로드 컨텐츠를 사용하려면 게임을 재시작해야 합니다.
F3NGA00138	마커를 표시하겠습니까?
F3NGA00140	전투중엔 빠른 여행을 할 수 없습니다!
F3NGA00141	킬 캠 모드
F3NGA00142	Object Effect
F3NGA00143	저장 사용됨.
F3NGA00144	대기 시 저장
F3NGA00145	눈구멍 어둡게/밝게
F3NGA00146	[%] 금단 증상을 겪고 있습니다.
F3NGA00148	[잠김 - 파괴됨]
F3NGA00149	Lock
F3NGA00150	피폭 수치가 높아졌습니다.
F3NGA00151	수리
F3NGA00152	[%]개의 재주를 선택하세요 (또는 넘기기)
F3NGA00154	[위험]
F3NGA00155	방어 등급
F3NGA00156	갈증 수치가 높아졌습니다.
F3NGA00157	최근 저장한 게임을 다시 불러오기
F3NGA00158	선택한 저장장치는 더 이상 사용할 수 없습니다. 불러오기가 취소되었습니다.
F3NGA00159	조작키 설정을 기본 설정으로 재배치하시겠습니까?
F3NGA00160	[%] 레벨까지
F3NGA00161	남은
F3NGA00163	상기되게
F3NGA00164	미디엄
F3NGA00165	인정받음[CRLF]이 집단의 사람들은 당신의 선행을 인정하기 시작합니다.
F3NGA00166	패드 /
F3NGA00167	[%]은(는) 도망칩니다.
F3NGA00168	밝게/어둡게
F3NGA00169	[%] 신호를 잡았습니다.
F3NGA00170	캐러밴으로 얻은 손실:
F3NGA00171	뺨 밝게/어둡게
F3NGA00172	예측 불가
F3NGA00173	일시정지된 상태에서는 빠른 저장을 할 수 없습니다.
F3NGA00175	원형수염 밝게/어둡게
F3NGA00176	염소수염 밝게/어둡게
F3NGA00177	기술 상승함
F3NGA00178	[%]의 기술
F3NGA00179	피폭으로 인해 생긴 병이 사라집니다.
F3NGA00180	[%]에게 은신 치명타 공격!
F3NGA00181	[%]에게 치명타 공격!
F3NGA00182	콧수염
F3NGA00183	입(입술)
F3NGA00184	Restore
F3NGA00185	홍조 연하게/빨갛게
F3NGA00186	일반(피부)
F3NGA00187	이 기술에 대해 기본적인 이해를 했습니다.
F3NGA00188	멍들게/밝게
F3NGA00191	무기꺼내기/재장전
F3NGA00192	어둡게/밝게
F3NGA00194	거래
F3NGA00195	<사라진 이름>
F3NGA00196	[%]이(가) 장착해제 되었습니다.
F3NGA00197	증가
F3NGA00198	조준됨
F3NGA00200	[비었음]
F3NGA00201	누르세요 :
F3NGA00202	진동
F3NGA00203	게임을 하기 전에 먼저 칩이 필요합니다.
F3NGA00204	기술 낮아짐
F3NGA00206	이 행동을 정하려면 새로운 키를 누르십시오.
F3NGA00207	변절자
F3NGA00208	아이섀도 밝게/어둡게
F3NGA00209	전폭적인 지지와 호의 덕분에 당신은 이 집단에서 우상화 되었습니다.
F3NGA00210	망명자
F3NGA00211	눈꺼풀
F3NGA00212	장착됨.
F3NGA00213	-제 1 서버-
F3NGA00214	방랑자
F3NGA00215	앉기
F3NGA00216	Mute
F3NGA00217	운도 없어라, 졌습니다.
F3NGA00218	코-입술 선 밝게/어둡게
F3NGA00219	1의 스킬포인트가 남아있습니다.
F3NGA00220	-제 2 서버-
F3NGA00221	시민
F3NGA00222	왼아래
F3NGA00224	-제 3 서버-
F3NGA00225	모험가
F3NGA00227	(알려지지 않은 효능)
F3NGA00228	저장 실패.
F3NGA00229	이 물체를 버리기 위한 충분한 공간이 없습니다.
F3NGA00230	모두 수리 ([%])
F3NGA00231	-제 4 서버-
F3NGA00232	황무지 떠돌이
F3NGA00233	캐러밴을 하기 위해서는 최소 30장의 카드가 필요합니다.
F3NGA00234	-제 5 서버-
F3NGA00236	Automatic
F3NGA00237	방향키
F3NGA00238	파괴된 아이템은 단축키로 지정할 수 없습니다.
F3NGA00239	-제 6 서버-
F3NGA00240	황야의 청소부
F3NGA00241	물체 LOD 가시거리
F3NGA00242	콧대 짧게/길게
F3NGA00243	그녀
F3NGA00244	-제 7 서버-
F3NGA00245	버리기
F3NGA00246	오류
F3NGA00247	-제 8 서버-
F3NGA00248	입 핼쑥하게/오므라들게
F3NGA00249	BUY
F3NGA00250	-제 9 서버-
F3NGA00251	종료후 폴아웃을 다시 실행해 주십시오: 바뀐 설정은 재실행후 적용됩니다.
F3NGA00252	여자
F3NGA00253	황제의 생일
F3NGA00254	치료
F3NGA00255	Xbox 360 컨트롤러
F3NGA00256	동료가 너무 많습니다.
F3NGA00257	지속 효과
F3NGA00258	정말 저장된 게임을 삭제하시겠습니까?
F3NGA00259	퀘스트 아이템은 제거할 수 없습니다.
F3NGA00260	이미지 파일
F3NGA00261	레벨 업!
F3NGA00262	메모 추가됨: [%]
F3NGA00263	대머리
F3NGA00264	퀘스트 아이템은 먹을수 없습니다.
F3NGA00265	수리 기술 [%] 이상이 필요합니다.
F3NGA00266	코 짧게/길게
F3NGA00267	입
F3NGA00268	수량
F3NGA00269	Create
F3NGA00270	Old Life Festival
F3NGA00271	매우 쉬움
F3NGA00272	Vol +
F3NGA00274	다음 도전 유형
F3NGA00275	[%]개의 퍽을 선택하세요.
F3NGA00276	길찾기
F3NGA00277	뮤턴트 마스터
F3NGA00278	Do you just want to serve your time?
F3NGA00279	피해 도전
F3NGA00280	완료된 퀘스트
F3NGA00281	[%] - 빠른 여행 하시겠습니까?
F3NGA00282	메이드 인 ...
F3NGA00283	꺼짐
F3NGA00285	굵게/얇게
F3NGA00286	나이
F3NGA00288	새 게임을 시작합니까?
F3NGA00289	무단 침입중에는 잠을 잘 수 없습니다.
F3NGA00290	매우 얇게/굵게
F3NGA00291	왼 스틱 아래
F3NGA00293	밝게/어둡게
F3NGA00294	코
F3NGA00295	현재 목표
F3NGA00296	당신의
F3NGA00297	A)
F3NGA00298	선택한 장치가 비활성화되었습니다. 다음에 저장할 때는 새로운 장치를 선택해야 합니다. 그 때까지 자동저장이 비활성화됩니다.
F3NGA00299	원거리 공격!
F3NGA00300	밝게/어둡게 (바깥부분)
F3NGA00301	코뿌리점 아래로/위로
F3NGA00302	어둡게/밝게 (윗부분)
F3NGA00303	아니요, 계속 진행합니다.
F3NGA00304	lockpicks가 바닥났습니다.
F3NGA00305	파랗게/빨갛게
F3NGA00307	Requires
F3NGA00308	Mid Year Celebration
F3NGA00309	중립적
F3NGA00310	아이라이너 밝게/어둡게
F3NGA00311	An active mine has already been placed on this enemy.
F3NGA00312	E)
F3NGA00313	아이섀도 밝게/어둡게
F3NGA00314	[%]는 진정되어서 반응하지 않습니다.
F3NGA00315	F)
F3NGA00316	당기다
F3NGA00317	암갈색/하늘색
F3NGA00318	값
F3NGA00319	높게
F3NGA00320	눈흰자 어둡게/밝게
F3NGA00321	난이도
F3NGA00322	단축키
F3NGA00323	사용 가능한 새로운 컨텐츠
F3NGA00324	환영받음
F3NGA00326	베가스의 의원
F3NGA00327	앞으로 가기
F3NGA00328	현재 행동을 완료할 때 까지 장착된 장비를 버릴 수 없습니다.
F3NGA00329	코 아래로/위로
F3NGA00330	상세 지도
F3NGA00331	귀중품 관리자
F3NGA00332	2nd 더즌
F3NGA00333	황갈색
F3NGA00334	무게
F3NGA00335	분류
F3NGA00336	Second Planting
F3NGA00337	모하비의 신화
F3NGA00338	오른아래
F3NGA00339	Up
F3NGA00340	신체 부분
F3NGA00341	배달부
F3NGA00342	정말 이 [%]로 하시겠습니까?
F3NGA00343	생존의 절정
F3NGA00344	보안 리셋 중...
F3NGA00346	베가스의 신화
F3NGA00347	황무지의 스트라이더
F3NGA00349	구경꾼
F3NGA00351	지불
F3NGA00352	* 상태 및 공간의 크기는 1280 x 960 텍스쳐 공간에 비례합니다!
F3NGA00353	황무지 관찰자
F3NGA00355	콧구멍 기울기 아래로/위로
F3NGA00356	아랫턱
F3NGA00357	초인적 존재
F3NGA00359	[%]에게 은신 공격!
F3NGA00360	기다려 주세요
F3NGA00361	임의의 재주 : [%]/[%] 선택됨
F3NGA00362	마우스
F3NGA00365	특성:  [%]/[%] 포인트 할당됨
F3NGA00366	Mysticism
F3NGA00367	목요일
F3NGA00368	다른 도전과제들
F3NGA00369	[%]은(는) 인벤토리가 꽉 찼습니다.
F3NGA00371	입술 붉게/창백하게
F3NGA00372	입-턱 길이 짧게/길게
F3NGA00373	눈 아래로/위로
F3NGA00374	//대상 DR
F3NGA00376	쓸만한 것을 찾지 못했습니다.
F3NGA00378	Jester's Day
F3NGA00379	자동 시도
F3NGA00380	카르마를 잃었습니다!
F3NGA00381	틀린 단어 제거
F3NGA00382	//대상 DT
F3NGA00383	[%]은(는) 이미 당신을 눈치챘습니다.
F3NGA00384	무기가 파괴되었습니다.
F3NGA00385	Switch Limbs
F3NGA00386	머리 색상
F3NGA00387	Touch
F3NGA00388	Absorb
F3NGA00389	비난당함
F3NGA00390	모드
F3NGA00391	2월
F3NGA00392	오른팔이 불구가 되었습니다.
F3NGA00393	알려지지 않은 장소
F3NGA00394	저장된 게임이 없습니다.
F3NGA00395	조작 설정
F3NGA00396	빨강:
F3NGA00397	염소 수염 밝게/어둡게
F3NGA00398	마커 표시
F3NGA00399	소매치기
F3NGA00400	칩 갯수:
F3NGA00401	3rd 더즌
F3NGA00402	닫기
F3NGA00403	눈썹 어둡게/밝게
F3NGA00404	아직 이 지역을 찾지 못했습니다.
F3NGA00405	항상 달리기
F3NGA00406	설정이 저장되지 않았습니다. 당신의 게이머 프로필은 현재 사용이 불가능합니다. 저장 장치를 확인해주세요.
F3NGA00407	암적색/하늘색
F3NGA00408	무작위
F3NGA00410	손상
F3NGA00411	암청색/연붉은색
F3NGA00412	Illusion
F3NGA00413	조롱받는 양아치
F3NGA00414	Launcher
F3NGA00415	X축 감도
F3NGA00416	HUD 불투명도
F3NGA00417	공중에서는 대기할 수 없습니다.
F3NGA00418	코 입술 주름
F3NGA00420	콧구멍 작게/크게
F3NGA00422	키보드/마우스 조작으로 돌아가려면 게임 설정의 조작 섹션에서 Xbox360 컨트롤러를 비활성화 하십시오.
F3NGA00423	불구
F3NGA00424	풀 가시거리
F3NGA00425	음영
F3NGA00426	정말 [%]가 되고 싶습니까?
F3NGA00427	푸른빛
F3NGA00428	눈꺼풀 밝게/어둡게
F3NGA00429	정말 [%]가 되고 싶습니까?
F3NGA00431	노란빛
F3NGA00432	금
F3NGA00434	Restoration
F3NGA00435	퀘스트 완료
F3NGA00436	<키 없음>
F3NGA00437	적이 근처에 있을 때는 대기 할 수 없습니다.
F3NGA00438	얼굴 눈썹/코/턱 비율
F3NGA00439	장소 발견
F3NGA00440	공격 중에는 장비를 교체할 수 없습니다.
F3NGA00441	PM
F3NGA00442	마법
F3NGA00443	죽인 사람
F3NGA00444	명중 확률이 0퍼센트 입니다.
F3NGA00445	아이라이너
F3NGA00446	접속 거부됨
F3NGA00448	죽인 생물
F3NGA00450	아래
F3NGA00451	컨텐츠를 찾고 있습니다. 기다려 주세요.
F3NGA00452	덱에 남은 카드:
F3NGA00453	자물쇠 따기
F3NGA00454	보통
F3NGA00455	Effect has already been added.  Edit the effect instead.
F3NGA00456	눈썹 매우 얇게/두껍게
F3NGA00457	컴퓨터 해킹
F3NGA00458	황무지의 변절자
F3NGA00459	코 영역 오목하게/볼록하게
F3NGA00462	스팀팩 사용
F3NGA00463	돈만 보이는 용병
F3NGA00464	발사
F3NGA00465	때리기
F3NGA00466	[%]에 다음 발사 시에 독을 바르겠습니까?
F3NGA00467	쿠르피에(딜러)가 사기 방지를 위해 회전원반을 검사하고 있습니다.
F3NGA00468	폭발
F3NGA00469	Witches' Festival
F3NGA00470	라드-X 사용
F3NGA00471	부당이득자
F3NGA00472	피로
F3NGA00473	피해를 입고 있는 중에는 대기할 수 없습니다.
F3NGA00474	제조를 취소합니까?
F3NGA00475	라드어웨이 사용
F3NGA00476	이기주의자
F3NGA00477	키보드
F3NGA00478	자동 매치
F3NGA00479	어퍼컷
F3NGA00480	이 집단에 나쁜 인상을 남겨 소외되었습니다.
F3NGA00481	약물 사용
F3NGA00482	외톨이
F3NGA00483	크로스어택
F3NGA00484	Disease
F3NGA00485	영웅 용병
F3NGA00486	감소
F3NGA00488	8월
F3NGA00489	무관심의 모범
F3NGA00492	이 기계는 사기 방지를 위해 장치를 재배치하는 듯 보인다.
F3NGA00493	동료 명령
F3NGA00494	열쇠 고리
F3NGA00495	개선자
F3NGA00496	일시정지
F3NGA00497	턱수염 밝게/어둡게
F3NGA00498	돈벌레
F3NGA00499	이 저장 파일에 사용된 마스터 파일이 없습니다. 게임으로 돌아갑니다.
F3NGA00500	돌려베기
F3NGA00501	뺨 둥글게/여위게
F3NGA00502	회색빛의 이방인
F3NGA00503	턱수염 밝게/어둡게
F3NGA00504	겨울
F3NGA00505	소극적
F3NGA00506	현재 퀘스트
F3NGA00507	다운로드 가능한 컨텐츠 보기
F3NGA00508	특이한
F3NGA00510	인종 없음
F3NGA00511	파괴된 장비는 수리될 때 까지 장착할 수 없습니다.
F3NGA00512	반사 가시거리
F3NGA00513	랭크
F3NGA00514	이 문은 어디로도 통하지 않습니다.
F3NGA00515	흉부가 손상되었습니다.
F3NGA00516	무게 초과 시 빠른 이동을 할 수 없습니다!
F3NGA00517	턱 얕게/깊게
F3NGA00518	흰색
F3NGA00519	공격
F3NGA00520	D-패드 위
F3NGA00521	먹기
F3NGA00522	2 에서 1
F3NGA00523	쓸만한 대체 부품이 없습니다.
F3NGA00524	로그온 관리자
F3NGA00525	물체 가시거리
F3NGA00526	피로 수치가 높아졌습니다.
F3NGA00527	현재 금액 :
F3NGA00528	아이템 선택사항 변경
F3NGA00529	슈퍼 뮤턴트를 죽였습니다. 그것도 엄청 많이!
F3NGA00530	패드 -
F3NGA00532	New Life Festival
F3NGA00534	저장 파일을 더 이상 사용할 수 없습니다. 게임으로 돌아갑니다.
F3NGA00535	계속하기 위해서 슬롯 머신 버튼을 누르세요.
